Timestamp,Qs_in_Avg,T1_Avg,air_pressure,RH,wind_speed,wind_dir
"2023-09-12 19:13:00",-1.844,20.53,NaN,NaN,NaN,NaN
"2023-09-12 19:14:00",-2.407,20.56,NaN,NaN,NaN,NaN
"2023-09-12 19:15:00",-2.111,20.57,NaN,NaN,NaN,NaN
"2023-09-12 19:16:00",-1.941,20.53,NaN,NaN,NaN,NaN
"2023-09-12 19:17:00",-1.827,20.54,NaN,NaN,NaN,NaN
"2023-09-12 19:18:00",-2.046,20.53,NaN,NaN,NaN,NaN
"2023-09-12 19:19:00",-2.509,20.53,NaN,NaN,NaN,NaN
"2023-09-12 19:20:00",-2.006,20.54,NaN,NaN,NaN,NaN
"2023-09-12 19:21:00",-2.214,20.55,NaN,NaN,NaN,NaN
"2023-09-12 19:22:00",-1.827,20.53,NaN,NaN,NaN,NaN
"2023-09-12 19:23:00",-1.227,20.53,NaN,NaN,NaN,NaN
"2023-09-12 19:24:00",-1.836,20.52,NaN,NaN,NaN,NaN
"2023-09-12 19:25:00",-2.183,20.51,NaN,NaN,NaN,NaN
"2023-09-12 19:26:00",-2.232,20.51,NaN,NaN,NaN,NaN
"2023-09-12 19:27:00",-2.14,20.5,NaN,NaN,NaN,NaN
"2023-09-12 19:28:00",-2.043,20.47,NaN,NaN,NaN,NaN
"2023-09-12 19:29:00",-1.73,20.45,NaN,NaN,NaN,NaN
"2023-09-12 19:30:00",-1.977,20.43,101275,100,2.25085,7.75169
"2023-09-12 19:31:00",-2.372,20.43,NaN,NaN,NaN,NaN
"2023-09-12 19:32:00",-2.062,20.42,NaN,NaN,NaN,NaN
"2023-09-12 19:33:00",-2.075,20.38,NaN,NaN,NaN,NaN
"2023-09-12 19:34:00",-2.044,20.37,NaN,NaN,NaN,NaN
"2023-09-12 19:35:00",-1.697,20.35,NaN,NaN,NaN,NaN
"2023-09-12 19:36:00",-1.692,20.35,NaN,NaN,NaN,NaN
"2023-09-12 19:37:00",-2.071,20.35,NaN,NaN,NaN,NaN
"2023-09-12 19:38:00",-2.139,20.35,NaN,NaN,NaN,NaN
"2023-09-12 19:39:00",-1.831,20.33,NaN,NaN,NaN,NaN
"2023-09-12 19:40:00",-1.296,20.32,NaN,NaN,NaN,NaN
"2023-09-12 19:41:00",-2.295,20.29,NaN,NaN,NaN,NaN
"2023-09-12 19:42:00",-1.807,20.29,NaN,NaN,NaN,NaN
"2023-09-12 19:43:00",-2.171,20.28,NaN,NaN,NaN,NaN
"2023-09-12 19:44:00",-2.45,20.28,NaN,NaN,NaN,NaN
"2023-09-12 19:45:00",-1.736,20.28,NaN,NaN,NaN,NaN
"2023-09-12 19:46:00",-1.289,20.27,NaN,NaN,NaN,NaN
"2023-09-12 19:47:00",-1.931,20.25,NaN,NaN,NaN,NaN
"2023-09-12 19:48:00",-1.771,20.25,NaN,NaN,NaN,NaN
"2023-09-12 19:49:00",-1.866,20.24,NaN,NaN,NaN,NaN
"2023-09-12 19:50:00",-1.43,20.24,NaN,NaN,NaN,NaN
"2023-09-12 19:51:00",-1.835,20.25,NaN,NaN,NaN,NaN
"2023-09-12 19:52:00",-1.692,20.25,NaN,NaN,NaN,NaN
"2023-09-12 19:53:00",-2.179,20.25,NaN,NaN,NaN,NaN
"2023-09-12 19:54:00",-1.972,20.24,NaN,NaN,NaN,NaN
"2023-09-12 19:55:00",-2.173,20.23,NaN,NaN,NaN,NaN
"2023-09-12 19:56:00",-2.102,20.21,NaN,NaN,NaN,NaN
"2023-09-12 19:57:00",-2.07,20.2,NaN,NaN,NaN,NaN
"2023-09-12 19:58:00",-1.97,20.19,NaN,NaN,NaN,NaN
"2023-09-12 19:59:00",-2.032,20.19,NaN,NaN,NaN,NaN
"2023-09-12 20:00:00",-1.835,20.19,101275,100,3.09043,355.727
"2023-09-12 20:01:00",-2.277,20.18,NaN,NaN,NaN,NaN
"2023-09-12 20:02:00",-1.729,20.18,NaN,NaN,NaN,NaN
"2023-09-12 20:03:00",-1.94,20.19,NaN,NaN,NaN,NaN
"2023-09-12 20:04:00",-2.344,20.17,NaN,NaN,NaN,NaN
"2023-09-12 20:05:00",-2.009,20.14,NaN,NaN,NaN,NaN
"2023-09-12 20:06:00",-1.876,20.14,NaN,NaN,NaN,NaN
"2023-09-12 20:07:00",-1.776,20.13,NaN,NaN,NaN,NaN
"2023-09-12 20:08:00",-2.036,20.14,NaN,NaN,NaN,NaN
"2023-09-12 20:09:00",-2.885,20.16,NaN,NaN,NaN,NaN
"2023-09-12 20:10:00",-2.016,20.16,NaN,NaN,NaN,NaN
"2023-09-12 20:11:00",-1.939,20.16,NaN,NaN,NaN,NaN
"2023-09-12 20:12:00",-2.044,20.15,NaN,NaN,NaN,NaN
"2023-09-12 20:13:00",-2.002,20.15,NaN,NaN,NaN,NaN
"2023-09-12 20:14:00",-1.834,20.14,NaN,NaN,NaN,NaN
"2023-09-12 20:15:00",-1.698,20.14,NaN,NaN,NaN,NaN
"2023-09-12 20:16:00",-1.7,20.14,NaN,NaN,NaN,NaN
"2023-09-12 20:17:00",-1.835,20.13,NaN,NaN,NaN,NaN
"2023-09-12 20:18:00",-1.971,20.13,NaN,NaN,NaN,NaN
"2023-09-12 20:19:00",-1.664,20.12,NaN,NaN,NaN,NaN
"2023-09-12 20:20:00",-2.139,20.11,NaN,NaN,NaN,NaN
"2023-09-12 20:21:00",-1.771,20.11,NaN,NaN,NaN,NaN
"2023-09-12 20:22:00",-1.838,20.11,NaN,NaN,NaN,NaN
"2023-09-12 20:23:00",-1.969,20.11,NaN,NaN,NaN,NaN
"2023-09-12 20:24:00",-1.402,20.1,NaN,NaN,NaN,NaN
"2023-09-12 20:25:00",-1.76,20.1,NaN,NaN,NaN,NaN
"2023-09-12 20:26:00",-1.629,20.1,NaN,NaN,NaN,NaN
"2023-09-12 20:27:00",-1.799,20.06,NaN,NaN,NaN,NaN
"2023-09-12 20:28:00",-2.164,20.03,NaN,NaN,NaN,NaN
"2023-09-12 20:29:00",-1.339,20.03,NaN,NaN,NaN,NaN
"2023-09-12 20:30:00",-1.908,20.02,101275,100,2.54878,336.515
"2023-09-12 20:31:00",-1.666,20,NaN,NaN,NaN,NaN
"2023-09-12 20:32:00",-1.737,19.97,NaN,NaN,NaN,NaN
"2023-09-12 20:33:00",-1.402,19.94,NaN,NaN,NaN,NaN
"2023-09-12 20:34:00",-2.203,19.94,NaN,NaN,NaN,NaN
"2023-09-12 20:35:00",-1.976,19.94,NaN,NaN,NaN,NaN
"2023-09-12 20:36:00",-2.271,19.93,NaN,NaN,NaN,NaN
"2023-09-12 20:37:00",-2.184,19.92,NaN,NaN,NaN,NaN
"2023-09-12 20:38:00",-2.038,19.9,NaN,NaN,NaN,NaN
"2023-09-12 20:39:00",-2.073,19.88,NaN,NaN,NaN,NaN
"2023-09-12 20:40:00",-1.792,19.89,NaN,NaN,NaN,NaN
"2023-09-12 20:41:00",-2.652,19.88,NaN,NaN,NaN,NaN
"2023-09-12 20:42:00",-1.728,19.87,NaN,NaN,NaN,NaN
"2023-09-12 20:43:00",-1.866,19.88,NaN,NaN,NaN,NaN
"2023-09-12 20:44:00",-1.795,19.87,NaN,NaN,NaN,NaN
"2023-09-12 20:45:00",-1.907,19.87,NaN,NaN,NaN,NaN
"2023-09-12 20:46:00",-1.826,19.86,NaN,NaN,NaN,NaN
"2023-09-12 20:47:00",-2.248,19.82,NaN,NaN,NaN,NaN
"2023-09-12 20:48:00",-1.525,19.8,NaN,NaN,NaN,NaN
"2023-09-12 20:49:00",-2.14,19.78,NaN,NaN,NaN,NaN
"2023-09-12 20:50:00",-1.563,19.75,NaN,NaN,NaN,NaN
"2023-09-12 20:51:00",-2.571,19.72,NaN,NaN,NaN,NaN
"2023-09-12 20:52:00",-2.209,19.71,NaN,NaN,NaN,NaN
"2023-09-12 20:53:00",-2.116,19.69,NaN,NaN,NaN,NaN
"2023-09-12 20:54:00",-1.944,19.68,NaN,NaN,NaN,NaN
"2023-09-12 20:55:00",-1.8,19.66,NaN,NaN,NaN,NaN
"2023-09-12 20:56:00",-1.465,19.64,NaN,NaN,NaN,NaN
"2023-09-12 20:57:00",-1.97,19.63,NaN,NaN,NaN,NaN
"2023-09-12 20:58:00",-1.63,19.64,NaN,NaN,NaN,NaN
"2023-09-12 20:59:00",-2.203,19.59,NaN,NaN,NaN,NaN
"2023-09-12 21:00:00",-2.439,19.58,101275,100,3.17142,320.053
"2023-09-12 21:01:00",-2.147,19.55,NaN,NaN,NaN,NaN
"2023-09-12 21:02:00",-2.821,19.55,NaN,NaN,NaN,NaN
"2023-09-12 21:03:00",-2.083,19.51,NaN,NaN,NaN,NaN
"2023-09-12 21:04:00",-2.206,19.51,NaN,NaN,NaN,NaN
"2023-09-12 21:05:00",-2.579,19.49,NaN,NaN,NaN,NaN
"2023-09-12 21:06:00",-2.137,19.5,NaN,NaN,NaN,NaN
"2023-09-12 21:07:00",-2.543,19.5,NaN,NaN,NaN,NaN
"2023-09-12 21:08:00",-1.666,19.5,NaN,NaN,NaN,NaN
"2023-09-12 21:09:00",-2.203,19.48,NaN,NaN,NaN,NaN
"2023-09-12 21:10:00",-1.904,19.49,NaN,NaN,NaN,NaN
"2023-09-12 21:11:00",-2.336,19.48,NaN,NaN,NaN,NaN
"2023-09-12 21:12:00",-1.733,19.49,NaN,NaN,NaN,NaN
"2023-09-12 21:13:00",-1.937,19.47,NaN,NaN,NaN,NaN
"2023-09-12 21:14:00",-2.071,19.44,NaN,NaN,NaN,NaN
"2023-09-12 21:15:00",-2.682,19.43,NaN,NaN,NaN,NaN
"2023-09-12 21:16:00",-2.011,19.41,NaN,NaN,NaN,NaN
"2023-09-12 21:17:00",-2.282,19.37,NaN,NaN,NaN,NaN
"2023-09-12 21:18:00",-2.21,19.35,NaN,NaN,NaN,NaN
"2023-09-12 21:19:00",-2.336,19.34,NaN,NaN,NaN,NaN
"2023-09-12 21:20:00",-2.178,19.33,NaN,NaN,NaN,NaN
"2023-09-12 21:21:00",-2.646,19.31,NaN,NaN,NaN,NaN
"2023-09-12 21:22:00",-2.581,19.29,NaN,NaN,NaN,NaN
"2023-09-12 21:23:00",-2.409,19.27,NaN,NaN,NaN,NaN
"2023-09-12 21:24:00",-1.836,19.26,NaN,NaN,NaN,NaN
"2023-09-12 21:25:00",-2.168,19.25,NaN,NaN,NaN,NaN
"2023-09-12 21:26:00",-2.646,19.24,NaN,NaN,NaN,NaN
"2023-09-12 21:27:00",-1.969,19.22,NaN,NaN,NaN,NaN
"2023-09-12 21:28:00",-1.557,19.2,NaN,NaN,NaN,NaN
"2023-09-12 21:29:00",-2.035,19.19,NaN,NaN,NaN,NaN
"2023-09-12 21:30:00",-1.797,19.2,101275,100,3.83771,326.881
"2023-09-12 21:31:00",-2.381,19.19,NaN,NaN,NaN,NaN
"2023-09-12 21:32:00",-1.664,19.2,NaN,NaN,NaN,NaN
"2023-09-12 21:33:00",-2.377,19.19,NaN,NaN,NaN,NaN
"2023-09-12 21:34:00",-1.667,19.19,NaN,NaN,NaN,NaN
"2023-09-12 21:35:00",-2.042,19.19,NaN,NaN,NaN,NaN
"2023-09-12 21:36:00",-2.208,19.19,NaN,NaN,NaN,NaN
"2023-09-12 21:37:00",-1.876,19.2,NaN,NaN,NaN,NaN
"2023-09-12 21:38:00",-1.972,19.18,NaN,NaN,NaN,NaN
"2023-09-12 21:39:00",-2.03,19.18,NaN,NaN,NaN,NaN
"2023-09-12 21:40:00",-2.307,19.17,NaN,NaN,NaN,NaN
"2023-09-12 21:41:00",-1.736,19.14,NaN,NaN,NaN,NaN
"2023-09-12 21:42:00",-2.134,19.13,NaN,NaN,NaN,NaN
"2023-09-12 21:43:00",-1.709,19.1,NaN,NaN,NaN,NaN
"2023-09-12 21:44:00",-2.378,19.09,NaN,NaN,NaN,NaN
"2023-09-12 21:45:00",-2.007,19.1,NaN,NaN,NaN,NaN
"2023-09-12 21:46:00",-2.142,19.09,NaN,NaN,NaN,NaN
"2023-09-12 21:47:00",-1.839,19.09,NaN,NaN,NaN,NaN
"2023-09-12 21:48:00",-2.443,19.09,NaN,NaN,NaN,NaN
"2023-09-12 21:49:00",-1.796,19.08,NaN,NaN,NaN,NaN
"2023-09-12 21:50:00",-2.009,19.07,NaN,NaN,NaN,NaN
"2023-09-12 21:51:00",-2.412,19.05,NaN,NaN,NaN,NaN
"2023-09-12 21:52:00",-2.11,19.03,NaN,NaN,NaN,NaN
"2023-09-12 21:53:00",-1.833,19.03,NaN,NaN,NaN,NaN
"2023-09-12 21:54:00",-2.27,19.03,NaN,NaN,NaN,NaN
"2023-09-12 21:55:00",-1.744,19.02,NaN,NaN,NaN,NaN
"2023-09-12 21:56:00",-2.043,19.03,NaN,NaN,NaN,NaN
"2023-09-12 21:57:00",-2.173,19.03,NaN,NaN,NaN,NaN
"2023-09-12 21:58:00",-1.642,19.03,NaN,NaN,NaN,NaN
"2023-09-12 21:59:00",-1.4,19.03,NaN,NaN,NaN,NaN
"2023-09-12 22:00:00",-2.007,19.03,101275,100,3.22916,330.592
"2023-09-12 22:01:00",-1.763,19.03,NaN,NaN,NaN,NaN
"2023-09-12 22:02:00",-2.13,19.02,NaN,NaN,NaN,NaN
"2023-09-12 22:03:00",-1.735,19.02,NaN,NaN,NaN,NaN
"2023-09-12 22:04:00",-1.865,19.01,NaN,NaN,NaN,NaN
"2023-09-12 22:05:00",-1.699,19.01,NaN,NaN,NaN,NaN
"2023-09-12 22:06:00",-1.534,19.01,NaN,NaN,NaN,NaN
"2023-09-12 22:07:00",-1.355,19.01,NaN,NaN,NaN,NaN
"2023-09-12 22:08:00",-1.653,19.01,NaN,NaN,NaN,NaN
"2023-09-12 22:09:00",-2.343,19,NaN,NaN,NaN,NaN
"2023-09-12 22:10:00",-1.659,19,NaN,NaN,NaN,NaN
"2023-09-12 22:11:00",-1.975,19,NaN,NaN,NaN,NaN
"2023-09-12 22:12:00",-2.516,19,NaN,NaN,NaN,NaN
"2023-09-12 22:13:00",-1.873,19.01,NaN,NaN,NaN,NaN
"2023-09-12 22:14:00",-1.862,19,NaN,NaN,NaN,NaN
"2023-09-12 22:15:00",-2.038,18.98,NaN,NaN,NaN,NaN
"2023-09-12 22:16:00",-1.832,18.97,NaN,NaN,NaN,NaN
"2023-09-12 22:17:00",-1.898,18.97,NaN,NaN,NaN,NaN
"2023-09-12 22:18:00",-1.895,18.96,NaN,NaN,NaN,NaN
"2023-09-12 22:19:00",-2.484,18.96,NaN,NaN,NaN,NaN
"2023-09-12 22:20:00",-2.198,18.95,NaN,NaN,NaN,NaN
"2023-09-12 22:21:00",-2.302,18.93,NaN,NaN,NaN,NaN
"2023-09-12 22:22:00",-1.941,18.94,NaN,NaN,NaN,NaN
"2023-09-12 22:23:00",-2.278,18.93,NaN,NaN,NaN,NaN
"2023-09-12 22:24:00",-2.485,18.91,NaN,NaN,NaN,NaN
"2023-09-12 22:25:00",-2.518,18.92,NaN,NaN,NaN,NaN
"2023-09-12 22:26:00",-2.377,18.89,NaN,NaN,NaN,NaN
"2023-09-12 22:27:00",-2.856,18.87,NaN,NaN,NaN,NaN
"2023-09-12 22:28:00",-2.518,18.87,NaN,NaN,NaN,NaN
"2023-09-12 22:29:00",-2.072,18.87,NaN,NaN,NaN,NaN
"2023-09-12 22:30:00",-2.713,18.86,101275,100,2.36118,341.736
"2023-09-12 22:31:00",-2.885,18.85,NaN,NaN,NaN,NaN
"2023-09-12 22:32:00",-3.1,18.86,NaN,NaN,NaN,NaN
"2023-09-12 22:33:00",-2.849,18.84,NaN,NaN,NaN,NaN
"2023-09-12 22:34:00",-3.262,18.84,NaN,NaN,NaN,NaN
"2023-09-12 22:35:00",-2.824,18.82,NaN,NaN,NaN,NaN
"2023-09-12 22:36:00",-2.48,18.82,NaN,NaN,NaN,NaN
"2023-09-12 22:37:00",-3.227,18.79,NaN,NaN,NaN,NaN
"2023-09-12 22:38:00",-2.779,18.8,NaN,NaN,NaN,NaN
"2023-09-12 22:39:00",-3.261,18.79,NaN,NaN,NaN,NaN
"2023-09-12 22:40:00",-3.123,18.79,NaN,NaN,NaN,NaN
"2023-09-12 22:41:00",-2.962,18.79,NaN,NaN,NaN,NaN
"2023-09-12 22:42:00",-3.017,18.78,NaN,NaN,NaN,NaN
"2023-09-12 22:43:00",-3.193,18.78,NaN,NaN,NaN,NaN
"2023-09-12 22:44:00",-3.096,18.78,NaN,NaN,NaN,NaN
"2023-09-12 22:45:00",-2.885,18.78,NaN,NaN,NaN,NaN
"2023-09-12 22:46:00",-2.651,18.77,NaN,NaN,NaN,NaN
"2023-09-12 22:47:00",-2.38,18.78,NaN,NaN,NaN,NaN
"2023-09-12 22:48:00",-2.69,18.79,NaN,NaN,NaN,NaN
"2023-09-12 22:49:00",-2.583,18.79,NaN,NaN,NaN,NaN
"2023-09-12 22:50:00",-2.592,18.79,NaN,NaN,NaN,NaN
"2023-09-12 22:51:00",-2.133,18.79,NaN,NaN,NaN,NaN
"2023-09-12 22:52:00",-2.481,18.78,NaN,NaN,NaN,NaN
"2023-09-12 22:53:00",-2.615,18.79,NaN,NaN,NaN,NaN
"2023-09-12 22:54:00",-1.835,18.79,NaN,NaN,NaN,NaN
"2023-09-12 22:55:00",-2.714,18.79,NaN,NaN,NaN,NaN
"2023-09-12 22:56:00",-2.584,18.79,NaN,NaN,NaN,NaN
"2023-09-12 22:57:00",-2.546,18.78,NaN,NaN,NaN,NaN
"2023-09-12 22:58:00",-2.239,18.79,NaN,NaN,NaN,NaN
"2023-09-12 22:59:00",-2.246,18.79,NaN,NaN,NaN,NaN
"2023-09-12 23:00:00",-2.347,18.8,101275,100,1.92557,333.877
"2023-09-12 23:01:00",-2.381,18.78,NaN,NaN,NaN,NaN
"2023-09-12 23:02:00",-2.341,18.79,NaN,NaN,NaN,NaN
"2023-09-12 23:03:00",-2.07,18.78,NaN,NaN,NaN,NaN
"2023-09-12 23:04:00",-2.654,18.8,NaN,NaN,NaN,NaN
"2023-09-12 23:05:00",-2.612,18.79,NaN,NaN,NaN,NaN
"2023-09-12 23:06:00",-2.218,18.77,NaN,NaN,NaN,NaN
"2023-09-12 23:07:00",-2.66,18.76,NaN,NaN,NaN,NaN
"2023-09-12 23:08:00",-2.714,18.77,NaN,NaN,NaN,NaN
"2023-09-12 23:09:00",-2.587,18.78,NaN,NaN,NaN,NaN
"2023-09-12 23:10:00",-2.279,18.77,NaN,NaN,NaN,NaN
"2023-09-12 23:11:00",-2.612,18.76,NaN,NaN,NaN,NaN
"2023-09-12 23:12:00",-2.713,18.77,NaN,NaN,NaN,NaN
"2023-09-12 23:13:00",-2.41,18.77,NaN,NaN,NaN,NaN
"2023-09-12 23:14:00",-2.617,18.79,NaN,NaN,NaN,NaN
"2023-09-12 23:15:00",-2.247,18.78,NaN,NaN,NaN,NaN
"2023-09-12 23:16:00",-2.071,18.79,NaN,NaN,NaN,NaN
"2023-09-12 23:17:00",-2.576,18.79,NaN,NaN,NaN,NaN
"2023-09-12 23:18:00",-1.839,18.8,NaN,NaN,NaN,NaN
"2023-09-12 23:19:00",-1.825,18.79,NaN,NaN,NaN,NaN
"2023-09-12 23:20:00",-2.272,18.8,NaN,NaN,NaN,NaN
"2023-09-12 23:21:00",-1.77,18.81,NaN,NaN,NaN,NaN
"2023-09-12 23:22:00",-1.634,18.8,NaN,NaN,NaN,NaN
"2023-09-12 23:23:00",-2.571,18.79,NaN,NaN,NaN,NaN
"2023-09-12 23:24:00",-1.876,18.8,NaN,NaN,NaN,NaN
"2023-09-12 23:25:00",-2.039,18.79,NaN,NaN,NaN,NaN
"2023-09-12 23:26:00",-2.073,18.78,NaN,NaN,NaN,NaN
"2023-09-12 23:27:00",-2.172,18.77,NaN,NaN,NaN,NaN
"2023-09-12 23:28:00",-2.304,18.76,NaN,NaN,NaN,NaN
"2023-09-12 23:29:00",-2.11,18.75,NaN,NaN,NaN,NaN
"2023-09-12 23:30:00",-2.344,18.74,101275,100,1.77768,355.564
"2023-09-12 23:31:00",-2.381,18.72,NaN,NaN,NaN,NaN
"2023-09-12 23:32:00",-3.363,18.73,NaN,NaN,NaN,NaN
"2023-09-12 23:33:00",-3.127,18.72,NaN,NaN,NaN,NaN
"2023-09-12 23:34:00",-3.43,18.72,NaN,NaN,NaN,NaN
"2023-09-12 23:35:00",-3.096,18.72,NaN,NaN,NaN,NaN
"2023-09-12 23:36:00",-2.689,18.72,NaN,NaN,NaN,NaN
"2023-09-12 23:37:00",-2.892,18.72,NaN,NaN,NaN,NaN
"2023-09-12 23:38:00",-2.792,18.71,NaN,NaN,NaN,NaN
"2023-09-12 23:39:00",-2.957,18.71,NaN,NaN,NaN,NaN
"2023-09-12 23:40:00",-2.613,18.7,NaN,NaN,NaN,NaN
"2023-09-12 23:41:00",-3.025,18.7,NaN,NaN,NaN,NaN
"2023-09-12 23:42:00",-2.453,18.71,NaN,NaN,NaN,NaN
"2023-09-12 23:43:00",-2.476,18.71,NaN,NaN,NaN,NaN
"2023-09-12 23:44:00",-1.797,18.71,NaN,NaN,NaN,NaN
"2023-09-12 23:45:00",-1.538,18.71,NaN,NaN,NaN,NaN
"2023-09-12 23:46:00",-2.277,18.74,NaN,NaN,NaN,NaN
"2023-09-12 23:47:00",-1.593,18.75,NaN,NaN,NaN,NaN
"2023-09-12 23:48:00",-1.694,18.76,NaN,NaN,NaN,NaN
"2023-09-12 23:49:00",-1.367,18.77,NaN,NaN,NaN,NaN
"2023-09-12 23:50:00",-1.324,18.8,NaN,NaN,NaN,NaN
"2023-09-12 23:51:00",-1.484,18.8,NaN,NaN,NaN,NaN
"2023-09-12 23:52:00",-1.191,18.81,NaN,NaN,NaN,NaN
"2023-09-12 23:53:00",-1.391,18.82,NaN,NaN,NaN,NaN
"2023-09-12 23:54:00",-1.394,18.83,NaN,NaN,NaN,NaN
"2023-09-12 23:55:00",-1.162,18.84,NaN,NaN,NaN,NaN
"2023-09-12 23:56:00",-1.599,18.86,NaN,NaN,NaN,NaN
"2023-09-12 23:57:00",-1.127,18.88,NaN,NaN,NaN,NaN
"2023-09-12 23:58:00",-1.757,18.89,NaN,NaN,NaN,NaN
"2023-09-12 23:59:00",-1.093,18.9,NaN,NaN,NaN,NaN
